"","id","line","block","day","sex","wing","leg","pupa","group","pupa_noblock"
"2269","142-A-1-M-7883","L142","B11","D1","M",14.09363384,NA,14.65713308,"L142_M_D1",0.196181554203389
"2270","142-B-0-F-7884","L142","B11","D0","F",14.38783101,13.96481064,14.8196686,"L142_F_D0",0.35871707420339
"2271","142-B-0-F-7888","L142","B11","D0","F",14.27899045,13.9016123,14.7648032,"L142_F_D0",0.303851674203389
"2272","142-B-0-F-7889","L142","B11","D0","F",13.94943637,13.54459561,14.35589682,"L142_F_D0",-0.105054705796611
"2273","142-B-0-F-7891","L142","B11","D0","F",14.29648565,13.92973383,14.70594441,"L142_F_D0",0.24499288420339
"2274","142-B-0-M-7885","L142","B11","D0","M",14.07295582,13.77385189,14.6121743,"L142_M_D0",0.151222774203389
"2275","142-B-0-M-7886","L142","B11","D0","M",14.00333694,13.77992423,14.59728196,"L142_M_D0",0.13633043420339
"2276","142-B-0-M-7887","L142","B11","D0","M",14.05638793,13.84182074,14.60444264,"L142_M_D0",0.14349111420339
"2277","142-B-0-M-7890","L142","B11","D0","M",NA,14.02217728,14.65912771,"L142_M_D0",0.198176184203389
"2278","142-B-0-M-7892","L142","B11","D0","M",13.97643992,13.65042794,14.57647586,"L142_M_D0",0.11552433420339
"2279","142-B-0-M-7893","L142","B11","D0","M",14.02581524,13.85053606,14.62877935,"L142_M_D0",0.16782782420339
"2280","142-B-1-F-7894","L142","B11","D1","F",14.0658801,13.65502834,14.44298066,"L142_F_D1",-0.0179708657966106
"2281","142-B-1-F-7895","L142","B11","D1","F",14.14033306,NA,14.54098971,"L142_F_D1",0.0800381842033893
"2282","142-B-1-F-7898","L142","B11","D1","F",14.11343054,13.73861738,14.51765602,"L142_F_D1",0.0567044942033899
"2283","142-B-1-F-7900","L142","B11","D1","F",13.96191042,NA,14.37761756,"L142_F_D1",-0.0833339657966114
"2284","142-B-1-F-7901","L142","B11","D1","F",13.84367324,13.41419577,14.25283439,"L142_F_D1",-0.20811713579661
"2285","142-B-1-F-7902","L142","B11","D1","F",14.12125772,13.73435568,14.5254836,"L142_F_D1",0.0645320742033889
"2286","142-B-1-F-7904","L142","B11","D1","F",14.02597244,NA,14.39921266,"L142_F_D1",-0.0617388657966106
"2287","142-B-1-F-7907","L142","B11","D1","F",14.14936007,13.81226533,14.55900318,"L142_F_D1",0.098051654203389
"2288","142-B-1-F-7908","L142","B11","D1","F",14.28431159,13.98250464,14.71475352,"L142_F_D1",0.25380199420339
"2289","142-B-1-F-7910","L142","B11","D1","F",14.23630228,13.80578354,14.6395758,"L142_F_D1",0.178624274203389
"2290","142-B-1-F-7914","L142","B11","D1","F",14.40601021,13.99616613,14.80794363,"L142_F_D1",0.34699210420339
"2291","142-B-1-F-7915","L142","B11","D1","F",14.37473198,14.02467018,14.83437762,"L142_F_D1",0.373426094203389
"2292","142-B-1-F-7916","L142","B11","D1","F",14.11542847,13.77204791,14.58623328,"L142_F_D1",0.12528175420339
"2293","142-B-1-M-7896","L142","B11","D1","M",13.93157835,13.657654,14.36379721,"L142_M_D1",-0.097154315796611
"2294","142-B-1-M-7897","L142","B11","D1","M",13.87759294,13.61242493,14.39209983,"L142_M_D1",-0.0688516957966112
"2295","142-B-1-M-7899","L142","B11","D1","M",13.79892965,13.59846108,14.28137361,"L142_M_D1",-0.179577915796611
"2296","142-B-1-M-7903","L142","B11","D1","M",13.62298605,13.27663709,14.12345853,"L142_M_D1",-0.33749299579661
"2297","142-B-1-M-7905","L142","B11","D1","M",13.85666786,NA,14.36370435,"L142_M_D1",-0.0972471757966097
"2298","142-B-1-M-7906","L142","B11","D1","M",NA,13.84231809,14.60499906,"L142_M_D1",0.14404753420339
"2299","142-B-1-M-7909","L142","B11","D1","M",14.14990206,13.92624184,14.69096702,"L142_M_D1",0.23001549420339
"2300","142-B-1-M-7911","L142","B11","D1","M",14.08965136,13.82572642,14.61852202,"L142_M_D1",0.15757049420339
"2301","142-B-1-M-7912","L142","B11","D1","M",14.08217709,13.81998355,14.60086871,"L142_M_D1",0.13991718420339
"2302","142-B-1-M-7913","L142","B11","D1","M",14.1145316,13.88566754,14.69697938,"L142_M_D1",0.23602785420339
"2303","149-A-1-F-049","L149","B5","D1","F",13.76709617,13.64409519,14.42142955,"L149_F_D1",-0.0297637072852234
"2304","149-A-1-F-050","L149","B5","D1","F",13.95204905,13.72407347,14.54544803,"L149_F_D1",0.0942547727147767
"2305","149-A-1-F-051","L149","B5","D1","F",13.76043412,13.5493045,14.31474481,"L149_F_D1",-0.136448447285222
"2306","149-A-1-F-053","L149","B5","D1","F",13.96004544,13.65611441,14.52111737,"L149_F_D1",0.0699241127147781
"2307","149-A-1-F-054","L149","B5","D1","F",14.01630134,13.78351458,14.56300218,"L149_F_D1",0.111808922714777
"2308","149-A-1-F-055","L149","B5","D1","F",13.93326782,13.60929334,14.52291423,"L149_F_D1",0.071720972714777
"2309","149-A-1-F-056","L149","B5","D1","F",13.93344025,13.770435,14.52858306,"L149_F_D1",0.0773898027147782
"2310","149-A-1-F-057","L149","B5","D1","F",13.97661359,13.6723512,14.54340513,"L149_F_D1",0.0922118727147774
"2311","149-A-1-F-058","L149","B5","D1","F",13.61036642,13.45547821,14.46820346,"L149_F_D1",0.0170102027147772
"2312","149-A-1-F-065","L149","B5","D1","F",13.97019881,13.77381861,14.58801316,"L149_F_D1",0.136819902714777
"2313","149-A-1-F-068","L149","B5","D1","F",13.8867823,13.55870804,14.45623575,"L149_F_D1",0.00504249271477678
"2314","149-A-1-F-073","L149","B5","D1","F",14.1077353,13.75557706,14.71588151,"L149_F_D1",0.264688252714778
"2315","149-A-1-F-075","L149","B5","D1","F",14.05800173,13.70066648,14.61760508,"L149_F_D1",0.166411822714778
"2316","149-A-1-F-076","L149","B5","D1","F",13.97215783,13.67052465,14.53100276,"L149_F_D1",0.0798095027147772
"2317","149-A-1-F-077","L149","B5","D1","F",13.83630093,13.6697523,14.50412746,"L149_F_D1",0.0529342027147768
"2318","149-A-1-F-079","L149","B5","D1","F",13.70028162,13.52639382,14.28138036,"L149_F_D1",-0.169812897285223
"2319","149-A-1-F-082","L149","B5","D1","F",14.02819642,13.40018432,14.55313244,"L149_F_D1",0.101939182714778
"2320","149-A-1-F-083","L149","B5","D1","F",13.72130976,13.48675631,14.36552938,"L149_F_D1",-0.0856638772852227
"2321","149-A-1-F-084","L149","B5","D1","F",13.75399445,13.62488732,14.35390529,"L149_F_D1",-0.0972879672852224
"2322","149-A-1-F-085","L149","B5","D1","F",14.01094329,13.65851584,14.57548279,"L149_F_D1",0.124289532714778
"2323","149-A-1-F-086","L149","B5","D1","F",13.96342009,13.53238251,14.52058911,"L149_F_D1",0.0693958527147769
"2324","149-A-1-F-087","L149","B5","D1","F",13.97183031,13.61484355,14.54842125,"L149_F_D1",0.0972279927147779
"2325","149-A-1-F-088","L149","B5","D1","F",13.92977987,13.65818287,14.52992806,"L149_F_D1",0.078734802714777
"2326","149-A-1-F-091","L149","B5","D1","F",13.874252,13.60110859,14.45099038,"L149_F_D1",-0.000202877285222243
"2327","149-A-1-M-052","L149","B5","D1","M",13.72984242,13.54179397,14.33788903,"L149_M_D1",-0.113304227285223
"2328","149-A-1-M-059","L149","B5","D1","M",13.44302296,13.44869034,14.21296102,"L149_M_D1",-0.238232237285223
"2329","149-A-1-M-060","L149","B5","D1","M",13.92440711,13.6533529,14.52093537,"L149_M_D1",0.0697421127147775
"2330","149-A-1-M-061","L149","B5","D1","M",13.50270567,13.33537895,14.24765722,"L149_M_D1",-0.203536037285222
"2331","149-A-1-M-062","L149","B5","D1","M",13.84874028,13.6421445,14.48233219,"L149_M_D1",0.0311389327147767
"2332","149-A-1-M-063","L149","B5","D1","M",13.69438442,13.58257281,14.33850602,"L149_M_D1",-0.112687237285222
"2333","149-A-1-M-064","L149","B5","D1","M",13.72254655,13.60727554,14.34143152,"L149_M_D1",-0.109761737285222
"2334","149-A-1-M-067","L149","B5","D1","M",13.7522542,13.6014819,14.33951637,"L149_M_D1",-0.111676887285222
"2335","149-A-1-M-069","L149","B5","D1","M",13.63046281,13.45151454,14.303195,"L149_M_D1",-0.147998257285222
"2336","149-A-1-M-070","L149","B5","D1","M",13.85618118,13.61780508,14.47752052,"L149_M_D1",0.026327262714778
"2337","149-A-1-M-071","L149","B5","D1","M",13.63043056,13.47202435,14.4265848,"L149_M_D1",-0.0246084572852221
"2338","149-A-1-M-074","L149","B5","D1","M",13.89325185,13.77128558,14.60836691,"L149_M_D1",0.157173652714778
"2339","149-A-1-M-078","L149","B5","D1","M",13.95845526,13.77002523,14.50980966,"L149_M_D1",0.0586164027147776
"2340","149-A-1-M-080","L149","B5","D1","M",13.70827028,13.49324278,14.37490334,"L149_M_D1",-0.0762899172852231
"2341","149-A-1-M-081","L149","B5","D1","M",13.53639714,13.47655616,14.26558744,"L149_M_D1",-0.185605817285223
"2342","149-A-1-M-089","L149","B5","D1","M",13.67055565,13.4271288,14.31217552,"L149_M_D1",-0.139017737285222
"2343","149-A-1-M-090","L149","B5","D1","M",13.60144666,13.572255,14.26185316,"L149_M_D1",-0.189340097285223
"2344","149-B-0-F-004","L149","B5","D0","F",14.06709617,13.68933147,14.69960098,"L149_F_D0",0.248407722714777
"2345","149-B-0-F-005","L149","B5","D0","F",14.12783207,13.8324407,14.66920447,"L149_F_D0",0.218011212714778
"2346","149-B-0-F-006","L149","B5","D0","F",13.80765095,13.54534365,14.32227813,"L149_F_D0",-0.128915127285222
"2347","149-B-0-F-009","L149","B5","D0","F",14.01672256,13.66357636,14.58693485,"L149_F_D0",0.135741592714778
"2348","149-B-0-F-010","L149","B5","D0","F",13.9757961,13.74714572,14.61938834,"L149_F_D0",0.168195082714778
"2349","149-B-0-F-012","L149","B5","D0","F",14.23051205,13.80757162,14.83790815,"L149_F_D0",0.386714892714778
"2350","149-B-0-F-015","L149","B5","D0","F",14.17856908,14.03782035,14.89524909,"L149_F_D0",0.444055832714777
"2351","149-B-0-F-016","L149","B5","D0","F",14.08436907,13.85369178,14.71630433,"L149_F_D0",0.265111072714777
"2352","149-B-0-F-020","L149","B5","D0","F",14.17655275,13.9534859,14.90175967,"L149_F_D0",0.450566412714778
"2353","149-B-0-F-021","L149","B5","D0","F",14.16294534,13.82466557,14.82112072,"L149_F_D0",0.369927462714777
"2354","149-B-0-F-024","L149","B5","D0","F",14.26501935,13.90597921,14.90880223,"L149_F_D0",0.457608972714776
"2355","149-B-0-F-025","L149","B5","D0","F",14.19548006,13.81661225,14.750228,"L149_F_D0",0.299034742714777
"2356","149-B-0-F-026","L149","B5","D0","F",14.32882807,13.95840042,14.80418379,"L149_F_D0",0.352990532714777
"2357","149-B-0-F-028","L149","B5","D0","F",13.80604056,13.7012614,14.54296882,"L149_F_D0",0.0917755627147779
"2358","149-B-0-F-032","L149","B5","D0","F",14.22304752,14.00862936,14.93812244,"L149_F_D0",0.486929182714778
"2359","149-B-0-F-033","L149","B5","D0","F",14.16003245,13.8186441,14.88758089,"L149_F_D0",0.436387632714778
"2360","149-B-0-F-034","L149","B5","D0","F",13.94221369,13.73061518,14.51868791,"L149_F_D0",0.067494652714778
"2361","149-B-0-M-002","L149","B5","D0","M",13.9909963,NA,14.67403991,"L149_M_D0",0.222846652714777
"2362","149-B-0-M-003","L149","B5","D0","M",13.88682234,13.66655651,14.55161398,"L149_M_D0",0.100420722714778
"2363","149-B-0-M-007","L149","B5","D0","M",14.08312104,13.87083038,14.71973231,"L149_M_D0",0.268539052714777
"2364","149-B-0-M-008","L149","B5","D0","M",13.87831539,13.75801746,14.55913527,"L149_M_D0",0.107942012714778
"2365","149-B-0-M-011","L149","B5","D0","M",14.0611089,13.92767,14.73547991,"L149_M_D0",0.284286652714778
"2366","149-B-0-M-013","L149","B5","D0","M",14.08239766,13.87439126,14.74374551,"L149_M_D0",0.292552252714777
"2367","149-B-0-M-014","L149","B5","D0","M",13.92308971,13.66008687,14.60653061,"L149_M_D0",0.155337352714778
"2368","149-B-0-M-017","L149","B5","D0","M",13.97661784,13.82603283,14.70433182,"L149_M_D0",0.253138562714777
"2369","149-B-0-M-018","L149","B5","D0","M",13.93666125,13.82808693,14.68238658,"L149_M_D0",0.231193322714777
"2370","149-B-0-M-022","L149","B5","D0","M",13.81449594,13.6480483,14.59951782,"L149_M_D0",0.148324562714778
"2371","149-B-0-M-023","L149","B5","D0","M",14.03483483,13.85164614,14.73626006,"L149_M_D0",0.285066802714777
"2372","149-B-0-M-027","L149","B5","D0","M",13.89910143,13.63762014,14.59289067,"L149_M_D0",0.141697412714777
"2373","149-B-0-M-029","L149","B5","D0","M",13.74089379,13.67899335,14.69854242,"L149_M_D0",0.247349162714778
"2374","149-B-0-M-030","L149","B5","D0","M",13.7954558,13.65985232,14.66579254,"L149_M_D0",0.214599282714777
"2375","149-B-0-M-031","L149","B5","D0","M",13.73970658,13.7049149,14.62049438,"L149_M_D0",0.169301122714778
"2376","149-B-0-M-037","L149","B5","D0","M",14.04342591,13.72507038,14.76021502,"L149_M_D0",0.309021762714778
"2377","149-B-0-M-038","L149","B5","D0","M",13.78965763,13.61901173,14.52444471,"L149_M_D0",0.0732514527147766
"2378","149-B-0-M-039","L149","B5","D0","M",14.01714116,13.8555295,14.71514407,"L149_M_D0",0.263950812714776
"2379","149-B-0-M-040","L149","B5","D0","M",14.06388979,NA,14.77304498,"L149_M_D0",0.321851722714777
"2380","149-B-0-M-041","L149","B5","D0","M",14.01555087,13.84673553,14.71782091,"L149_M_D0",0.266627652714778
"2381","149-B-1-F-045","L149","B5","D1","F",14.12167306,13.57894751,14.66988776,"L149_F_D1",0.218694502714777
"2382","149-B-1-F-046","L149","B5","D1","F",14.19861689,13.91761719,14.73390048,"L149_F_D1",0.282707222714778
"2383","149-B-1-F-047","L149","B5","D1","F",13.87675522,13.46498963,14.59096914,"L149_F_D1",0.139775882714778
"2384","149-B-1-M-042","L149","B5","D1","M",13.87783256,13.66088414,14.61778327,"L149_M_D1",0.166590012714778
"2385","149-B-1-M-043","L149","B5","D1","M",13.74918292,13.5664325,14.41897828,"L149_M_D1",-0.0322149772852233
"2386","149-B-1-M-044","L149","B5","D1","M",13.6923327,13.55394991,14.46334206,"L149_M_D1",0.0121488027147778
"2387","153-A-0-M-680","L153","B12","D0","M",14.10450252,13.99921534,14.72797338,"L153_M_D0",0.232410270688949
"2388","153-A-0-M-681","L153","B12","D0","M",13.81743371,13.71140444,14.53208226,"L153_M_D0",0.0365191506889485
"2389","153-A-0-M-682","L153","B12","D0","M",14.00220919,13.80605062,14.50842748,"L153_M_D0",0.0128643706889492
"2390","153-A-0-M-685","L153","B12","D0","M",13.97413948,13.81989176,14.59167481,"L153_M_D0",0.0961117006889499
"2391","153-A-0-M-686","L153","B12","D0","M",14.20811533,14.02635199,14.80985843,"L153_M_D0",0.314295320688949
"2392","153-A-0-M-700","L153","B12","D0","M",14.23090091,14.01746239,14.84830446,"L153_M_D0",0.352741350688949
"2393","153-A-0-M-701","L153","B12","D0","M",14.06366901,13.94230317,14.71334669,"L153_M_D0",0.217783580688949
"2394","153-A-1-F-1010","L153","B12","D1","F",14.09055182,13.72324969,14.59446061,"L153_F_D1",0.0988975006889497
"2395","153-A-1-F-1012","L153","B12","D1","F",14.36938245,14.04504978,14.88716413,"L153_F_D1",0.39160102068895
"2396","153-A-1-F-1013","L153","B12","D1","F",14.09268613,13.73567783,14.54692214,"L153_F_D1",0.0513590306889487
"2397","153-A-1-F-1017","L153","B12","D1","F",14.24776234,13.91334801,14.75068322,"L153_F_D1",0.25512011068895
"2398","153-A-1-F-1018","L153","B12","D1","F",14.01022418,13.70610119,14.58431842,"L153_F_D1",0.0887553106889499
"2399","153-A-1-F-1023","L153","B12","D1","F",NA,13.93300286,14.84930878,"L153_F_D1",0.353745670688949
"2400","153-A-1-F-1026","L153","B12","D1","F",13.89082116,13.60017287,14.468081,"L153_F_D1",-0.027482109311051
"2401","153-A-1-F-1027","L153","B12","D1","F",14.10053911,13.7153875,14.58300302,"L153_F_D1",0.0874399106889488
"2402","153-A-1-F-1031","L153","B12","D1","F",14.15122608,13.84865834,14.73371125,"L153_F_D1",0.23814814068895
"2403","153-A-1-F-1032","L153","B12","D1","F",14.20578081,13.82977159,14.67204721,"L153_F_D1",0.17648410068895
"2404","153-A-1-F-1038","L153","B12","D1","F",14.22873548,13.95162583,14.80102464,"L153_F_D1",0.305461530688949
"2405","153-A-1-F-1040","L153","B12","D1","F",NA,13.82064396,14.54870922,"L153_F_D1",0.0531461106889485
"2406","153-A-1-F-1042","L153","B12","D1","F",14.32960822,13.90667298,14.79857838,"L153_F_D1",0.30301527068895
"2407","153-A-1-F-1045","L153","B12","D1","F",14.27573086,13.96455633,14.84122919,"L153_F_D1",0.345666080688949
"2408","153-A-1-F-1048","L153","B12","D1","F",13.93718911,13.38208129,14.41641005,"L153_F_D1",-0.0791530593110511
"2409","153-A-1-F-1054","L153","B12","D1","F",13.86229967,13.50558464,14.39358224,"L153_F_D1",-0.10198086931105
"2410","153-A-1-F-1064","L153","B12","D1","F",13.99093421,13.55685226,14.44793127,"L153_F_D1",-0.047631839311051
"2411","153-A-1-M-1011","L153","B12","D1","M",13.97236814,13.75037492,14.498223,"L153_M_D1",0.00265989068894865
"2412","153-A-1-M-1014","L153","B12","D1","M",13.90450721,13.65259299,14.45527253,"L153_M_D1",-0.0402905793110505
"2413","153-A-1-M-1015","L153","B12","D1","M",14.1360356,13.93593139,14.71186353,"L153_M_D1",0.21630042068895
"2414","153-A-1-M-1016","L153","B12","D1","M",14.07360881,13.89944827,14.73248845,"L153_M_D1",0.236925340688949
"2415","153-A-1-M-1019","L153","B12","D1","M",14.19716783,13.98929113,14.81883111,"L153_M_D1",0.323268000688949
"2416","153-A-1-M-1020","L153","B12","D1","M",13.92950509,13.6885623,14.55588267,"L153_M_D1",0.06031956068895
"2417","153-A-1-M-1021","L153","B12","D1","M",14.05603105,13.7912911,14.59927405,"L153_M_D1",0.103710940688949
"2418","153-A-1-M-1022","L153","B12","D1","M",13.97688849,13.90244738,14.66678927,"L153_M_D1",0.17122616068895
"2419","153-A-1-M-1024","L153","B12","D1","M",14.08284093,13.85865386,14.67127605,"L153_M_D1",0.175712940688949
"2420","153-A-1-M-1025","L153","B12","D1","M",NA,13.96894184,14.76251845,"L153_M_D1",0.266955340688949
"2421","153-A-1-M-1029","L153","B12","D1","M",14.20384443,13.94924218,14.75177477,"L153_M_D1",0.25621166068895
"2422","153-A-1-M-1030","L153","B12","D1","M",14.08888248,13.81854426,14.66803856,"L153_M_D1",0.172475450688949
"2423","153-A-1-M-1033","L153","B12","D1","M",14.24759618,14.0243459,14.79213955,"L153_M_D1",0.296576440688949
"2424","153-A-1-M-1034","L153","B12","D1","M",14.24506061,14.02631059,14.81826492,"L153_M_D1",0.32270181068895
"2425","153-A-1-M-1035","L153","B12","D1","M",14.1232489,13.87049769,14.77497203,"L153_M_D1",0.27940892068895
"2426","153-A-1-M-1036","L153","B12","D1","M",13.93485593,13.79731524,14.57250718,"L153_M_D1",0.0769440706889498
"2427","153-A-1-M-1037","L153","B12","D1","M",14.04491686,13.82116057,14.59867175,"L153_M_D1",0.103108640688949
"2428","153-A-1-M-1039","L153","B12","D1","M",14.06201198,13.75575304,14.73706758,"L153_M_D1",0.241504470688949
"2429","153-A-1-M-1041","L153","B12","D1","M",13.96951751,13.67865757,14.54674039,"L153_M_D1",0.0511772806889493
"2430","153-A-1-M-1043","L153","B12","D1","M",13.90791835,13.67761324,14.48204496,"L153_M_D1",-0.0135181493110511
"2431","153-A-1-M-1044","L153","B12","D1","M",14.16277012,13.9834041,14.77258834,"L153_M_D1",0.27702523068895
"2432","153-A-1-M-1046","L153","B12","D1","M",13.9737281,13.73344215,14.48617336,"L153_M_D1",-0.00938974931105033
"2433","153-A-1-M-1047","L153","B12","D1","M",13.67358644,13.38350534,14.27701577,"L153_M_D1",-0.218547339311051
"2434","153-A-1-M-1049","L153","B12","D1","M",13.74041043,13.49861516,14.34838578,"L153_M_D1",-0.147177329311052
"2435","153-A-1-M-1050","L153","B12","D1","M",13.90709836,13.63341261,14.56735236,"L153_M_D1",0.0717892506889485
"2436","153-A-1-M-1051","L153","B12","D1","M",13.96348909,13.64807223,14.33650371,"L153_M_D1",-0.15905939931105
"2437","153-A-1-M-1052","L153","B12","D1","M",13.77648996,13.49486552,14.29897515,"L153_M_D1",-0.19658795931105
"2438","153-A-1-M-1053","L153","B12","D1","M",13.81771712,13.41351293,14.31043255,"L153_M_D1",-0.185130559311051
"2439","153-A-1-M-1055","L153","B12","D1","M",13.74460149,13.4455361,14.27863284,"L153_M_D1",-0.216930269311051
"2440","153-A-1-M-1056","L153","B12","D1","M",13.76999381,13.44004558,14.36331312,"L153_M_D1",-0.13224998931105
"2441","153-A-1-M-1057","L153","B12","D1","M",13.91942723,13.64144359,14.15703562,"L153_M_D1",-0.33852748931105
"2442","153-A-1-M-1058","L153","B12","D1","M",13.87035758,13.61185902,14.42963552,"L153_M_D1",-0.065927589311051
"2443","153-A-1-M-1059","L153","B12","D1","M",13.73726454,13.57256012,14.32827672,"L153_M_D1",-0.167286389311051
"2444","153-A-1-M-1060","L153","B12","D1","M",13.73725557,13.39333503,14.23196642,"L153_M_D1",-0.263596689311052
"2445","153-A-1-M-1061","L153","B12","D1","M",13.83714973,13.48269099,14.26397819,"L153_M_D1",-0.231584919311051
"2446","153-A-1-M-1062","L153","B12","D1","M",13.88094149,13.59684622,14.38359263,"L153_M_D1",-0.11197047931105
"2447","153-A-1-M-1063","L153","B12","D1","M",13.53027017,13.36289044,14.19647477,"L153_M_D1",-0.299088339311051
"2448","153-A-1-M-1065","L153","B12","D1","M",13.7451206,13.43171588,14.22164989,"L153_M_D1",-0.273913219311051
"2449","153-B-0-M-702","L153","B12","D0","M",14.01283402,13.79425642,14.51179984,"L153_M_D0",0.0162367306889493
"2450","153-B-0-M-703","L153","B12","D0","M",13.90670592,13.62719313,14.4686774,"L153_M_D0",-0.0268857093110501
"2451","153-B-0-M-704","L153","B12","D0","M",13.87102284,13.63983905,14.33886575,"L153_M_D0",-0.156697359311051
"2452","153-B-0-M-705","L153","B12","D0","M",14.14535732,13.96071924,14.82596249,"L153_M_D0",0.330399380688949
"2453","153-B-0-M-706","L153","B12","D0","M",14.22398713,14.09881348,14.81415462,"L153_M_D0",0.318591510688949
"2454","153-B-0-M-709","L153","B12","D0","M",13.91781621,NA,14.62452156,"L153_M_D0",0.128958450688949
"2455","153-B-1-F-1066","L153","B12","D1","F",14.35273056,14.04830315,14.9200796,"L153_F_D1",0.424516490688949
"2456","153-B-1-F-1069","L153","B12","D1","F",14.143664,13.75790569,14.68533615,"L153_F_D1",0.189773040688949
"2457","153-B-1-F-1071","L153","B12","D1","F",14.26064948,13.87829858,14.73106526,"L153_F_D1",0.235502150688949
"2458","153-B-1-F-1192","L153","B12","D1","F",14.37213617,13.98840166,14.91346284,"L153_F_D1",0.417899730688949
"2459","153-B-1-F-1195","L153","B12","D1","F",14.23455176,13.87929456,14.76243877,"L153_F_D1",0.266875660688949
"2460","153-B-1-F-1198","L153","B12","D1","F",14.34683386,13.95891243,14.7931246,"L153_F_D1",0.29756149068895
"2461","153-B-1-F-1201","L153","B12","D1","F",14.2559708,13.90192262,14.7688821,"L153_F_D1",0.27331899068895
"2462","153-B-1-F-1202","L153","B12","D1","F",14.17270867,13.78771328,14.67770017,"L153_F_D1",0.182137060688949
"2463","153-B-1-F-1209","L153","B12","D1","F",14.13817939,13.76922979,14.55486149,"L153_F_D1",0.0592983806889496
"2464","153-B-1-F-1213","L153","B12","D1","F",13.90927591,13.46335367,14.33086114,"L153_F_D1",-0.164701969311051
"2465","153-B-1-F-1214","L153","B12","D1","F",14.21764212,13.84417614,14.65877112,"L153_F_D1",0.16320801068895
"2466","153-B-1-F-1215","L153","B12","D1","F",14.14144244,13.73643159,14.59937924,"L153_F_D1",0.103816130688949
"2467","153-B-1-F-1216","L153","B12","D1","F",14.18455577,13.85720883,14.68782608,"L153_F_D1",0.19226297068895
"2468","153-B-1-F-1217","L153","B12","D1","F",14.07448061,13.72133175,14.50205284,"L153_F_D1",0.00648973068894851
"2469","153-B-1-F-1220","L153","B12","D1","F",14.15103663,13.8140216,14.67751565,"L153_F_D1",0.181952540688949
"2470","153-B-1-F-1223","L153","B12","D1","F",14.07894809,13.61048762,14.58702143,"L153_F_D1",0.0914583206889493
"2471","153-B-1-M-1067","L153","B12","D1","M",14.06863302,13.79084185,14.70237511,"L153_M_D1",0.206812000688949
"2472","153-B-1-M-1068","L153","B12","D1","M",14.13797297,13.98001939,14.79407132,"L153_M_D1",0.29850821068895
"2473","153-B-1-M-1070","L153","B12","D1","M",14.04432918,13.99281029,14.77414423,"L153_M_D1",0.278581120688948
"2474","153-B-1-M-1191","L153","B12","D1","M",14.25239487,13.98038408,14.82849659,"L153_M_D1",0.33293348068895
"2475","153-B-1-M-1193","L153","B12","D1","M",14.12253265,13.88707093,14.65014032,"L153_M_D1",0.154577210688949
"2476","153-B-1-M-1194","L153","B12","D1","M",14.12797548,13.91522689,14.77596144,"L153_M_D1",0.280398330688949
"2477","153-B-1-M-1196","L153","B12","D1","M",14.10407774,13.88031134,14.65372563,"L153_M_D1",0.15816252068895
"2478","153-B-1-M-1197","L153","B12","D1","M",14.12027833,13.9170964,14.81889913,"L153_M_D1",0.323336020688949
"2479","153-B-1-M-1199","L153","B12","D1","M",14.21089974,13.9341812,14.82463001,"L153_M_D1",0.329066900688949
"2480","153-B-1-M-1200","L153","B12","D1","M",14.03701116,13.87671639,14.61445047,"L153_M_D1",0.118887360688949
"2481","153-B-1-M-1203","L153","B12","D1","M",13.94610715,13.77533023,14.64086647,"L153_M_D1",0.14530336068895
"2482","153-B-1-M-1204","L153","B12","D1","M",13.95608174,13.68732462,14.6460658,"L153_M_D1",0.15050269068895
"2483","153-B-1-M-1205","L153","B12","D1","M",14.05147872,13.76972567,14.58668056,"L153_M_D1",0.0911174506889488
"2484","153-B-1-M-1207","L153","B12","D1","M",14.02904004,13.7558365,14.57672493,"L153_M_D1",0.0811618206889485
"2485","153-B-1-M-1208","L153","B12","D1","M",13.98227929,13.724836,14.50343483,"L153_M_D1",0.00787172068894901
"2486","153-B-1-M-1210","L153","B12","D1","M",14.02430444,13.79362889,14.68180409,"L153_M_D1",0.186240980688949
"2487","153-B-1-M-1211","L153","B12","D1","M",13.91060617,13.57884779,14.46056996,"L153_M_D1",-0.0349931493110499
"2488","153-B-1-M-1212","L153","B12","D1","M",13.83213264,13.59759572,14.34004682,"L153_M_D1",-0.155516289311051
"2489","153-B-1-M-1218","L153","B12","D1","M",14.03682444,13.75637279,14.29573035,"L153_M_D1",-0.199832759311051
"2490","153-B-1-M-1219","L153","B12","D1","M",13.95427722,13.74077296,14.48416302,"L153_M_D1",-0.0114000893110503
"2491","153-B-1-M-1221","L153","B12","D1","M",14.01930981,13.75718222,14.60099482,"L153_M_D1",0.10543171068895
"2492","153-B-1-M-1222","L153","B12","D1","M",14.0794866,13.85757508,14.63077356,"L153_M_D1",0.135210450688949
"2493","153-B-1-M-1224","L153","B12","D1","M",14.17800205,13.93091598,14.48512896,"L153_M_D1",-0.0104341493110499
"2494","158-A-0-F-001","L158","B6","D0","F",14.43179721,14.06778354,14.81096902,"L158_F_D0",0.413831119082795
"2495","158-A-0-F-002","L158","B6","D0","F",14.44143134,14.00117023,14.82110723,"L158_F_D0",0.423969329082796
"2496","158-A-0-F-003","L158","B6","D0","F",14.4568322,14.04969482,14.94036044,"L158_F_D0",0.543222539082795
"2497","158-A-0-F-004","L158","B6","D0","F",14.45330833,14.04566843,14.86391302,"L158_F_D0",0.466775119082795
